GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_51865,CDS,,,carbohydrate kinase YjeF related protein,BROSI_A3740,,160,305,22,49,,PROKKA_51865_CDS___carbohydrate kinase YjeF related protein_BROSI_A3740_
PROKKA_51866,CDS,,,glycosyltransferase family 1,BROSI_A2630,,37,44,13,25,,PROKKA_51866_CDS___glycosyltransferase family 1_BROSI_A2630_
PROKKA_51867,CDS,,,glycosyltransferase family 2,BROSI_A2628,,36,73,15,49,,PROKKA_51867_CDS___glycosyltransferase family 2_BROSI_A2628_
PROKKA_51868,CDS,,,flagellin,BROSI_A2627,,306,675,82,139,,PROKKA_51868_CDS___flagellin_BROSI_A2627_
PROKKA_51869,CDS,,,protein contains HD-GYP domain,BROSI_A2626,,63,120,35,109,,PROKKA_51869_CDS___protein contains HD-GYP domain_BROSI_A2626_
PROKKA_51870,CDS,,,hypothetical protein,,,28,46,13,30,,PROKKA_51870_CDS___hypothetical protein__
PROKKA_51871,CDS,,,hypothetical protein,,,28,30,9,23,,PROKKA_51871_CDS___hypothetical protein__
PROKKA_51872,CDS,,,DNA-directed RNA polymerase specialized sigma subunit,BROSI_A2624,,34,55,16,35,,PROKKA_51872_CDS___DNA-directed RNA polymerase specialized sigma subunit_BROSI_A2624_
PROKKA_51873,CDS,,,ATP-dependent Lon protease,BROSI_A2623,,29,24,7,16,,PROKKA_51873_CDS___ATP-dependent Lon protease_BROSI_A2623_
PROKKA_51874,CDS,,,flagellar biosynthesis protein,BROSI_A2622,,13,24,15,25,,PROKKA_51874_CDS___flagellar biosynthesis protein_BROSI_A2622_
PROKKA_51875,CDS,,,flagellar biosynthesis protein,BROSI_A2621,,108,175,138,187,,PROKKA_51875_CDS___flagellar biosynthesis protein_BROSI_A2621_
PROKKA_51876,CDS,,,flagellar biosynthetic protein,BROSI_A2620,,20,45,30,59,,PROKKA_51876_CDS___flagellar biosynthetic protein_BROSI_A2620_
PROKKA_51877,CDS,,,flagellar biosynthesis pathway component,BROSI_A2619,,20,21,8,29,,PROKKA_51877_CDS___flagellar biosynthesis pathway component_BROSI_A2619_
PROKKA_51878,CDS,,,flagellar biosynthetic protein,BROSI_A2618,,10,11,4,2,,PROKKA_51878_CDS___flagellar biosynthetic protein_BROSI_A2618_
PROKKA_51879,CDS,,,flagellar biosynthetic protein,BROSI_A2617,,51,58,11,32,,PROKKA_51879_CDS___flagellar biosynthetic protein_BROSI_A2617_
PROKKA_51880,CDS,,,flagellar protein,BROSI_A2616,,24,38,9,14,,PROKKA_51880_CDS___flagellar protein_BROSI_A2616_
PROKKA_51881,CDS,,,flagellar motor switch protein,BROSI_A2615,,15,33,11,7,,PROKKA_51881_CDS___flagellar motor switch protein_BROSI_A2615_
PROKKA_51882,CDS,,,flagellar motor switch protein,BROSI_A2614,,66,120,31,56,,PROKKA_51882_CDS___flagellar motor switch protein_BROSI_A2614_
PROKKA_51883,CDS,,,flagellar basal body-associated protein,BROSI_A2613,,26,20,6,27,,PROKKA_51883_CDS___flagellar basal body-associated protein_BROSI_A2613_
PROKKA_51884,CDS,,,MgtE intracellular region,SCALIN_C05_0128,,14,18,10,23,,PROKKA_51884_CDS___MgtE intracellular region_SCALIN_C05_0128_
PROKKA_51885,CDS,,,hypothetical protein,,,8,11,4,6,,PROKKA_51885_CDS___hypothetical protein__
PROKKA_51886,CDS,,,flagellum-specific ATP synthase,BROSI_A2610,,73,173,39,63,,PROKKA_51886_CDS___flagellum-specific ATP synthase_BROSI_A2610_
PROKKA_51887,CDS,,,flagellar assembly protein FliH,SCALIN_C05_0131,,31,25,12,28,,PROKKA_51887_CDS___flagellar assembly protein FliH_SCALIN_C05_0131_
PROKKA_51888,CDS,,,flagellar motor switch protein,BROSI_A2608,,40,79,23,40,,PROKKA_51888_CDS___flagellar motor switch protein_BROSI_A2608_
PROKKA_51889,CDS,,,flagellar M-ring protein,BROSI_A2607,,61,65,37,65,,PROKKA_51889_CDS___flagellar M-ring protein_BROSI_A2607_
PROKKA_51890,CDS,,,flagellar hook-basal body complex protein,BROSI_A2606,,14,9,9,22,,PROKKA_51890_CDS___flagellar hook-basal body complex protein_BROSI_A2606_
PROKKA_51891,CDS,,,flagellar basal-body rod protein,BROSI_A2605,,14,20,15,25,,PROKKA_51891_CDS___flagellar basal-body rod protein_BROSI_A2605_
PROKKA_51892,CDS,,,flagellar basal body protein,BROSI_A2604,,18,25,5,11,,PROKKA_51892_CDS___flagellar basal body protein_BROSI_A2604_
PROKKA_51893,CDS,,,sigma-54 dependent response regulator,BROSI_A2603,,64,76,35,68,,PROKKA_51893_CDS___sigma-54 dependent response regulator_BROSI_A2603_
PROKKA_51894,CDS,,,two-component system sensor histidine kinase,BROSI_A2602,,36,57,16,68,,PROKKA_51894_CDS___two-component system sensor histidine kinase_BROSI_A2602_
PROKKA_51895,CDS,,,hypothetical protein,,,19,20,7,22,,PROKKA_51895_CDS___hypothetical protein__
PROKKA_51896,CDS,,,iron-regulated protein,SCALIN_C34_0074,,364,525,154,306,,PROKKA_51896_CDS___iron-regulated protein_SCALIN_C34_0074_
PROKKA_51897,CDS,,,valyl-tRNA synthetase,BROSI_A0619,,895,1549,589,1046,,PROKKA_51897_CDS___valyl-tRNA synthetase_BROSI_A0619_
PROKKA_51898,CDS,,,hypothetical protein,,,4544,7867,2655,5234,,PROKKA_51898_CDS___hypothetical protein__
PROKKA_51899,CDS,,,putative cation transporting P-type ATPase,BROSI_A2736,,6395,11701,5835,14711,,PROKKA_51899_CDS___putative cation transporting P-type ATPase_BROSI_A2736_
PROKKA_51900,CDS,,,two component response regulator,BROSI_A0622,,374,620,119,191,,PROKKA_51900_CDS___two component response regulator_BROSI_A0622_
PROKKA_51901,CDS,,,GAF sensor signal transduction histidine kinase,BROSI_A0623,,406,633,89,156,,PROKKA_51901_CDS___GAF sensor signal transduction histidine kinase_BROSI_A0623_
PROKKA_51902,CDS,,,glycogen synthase,BROSI_A0624,,189,301,64,99,,PROKKA_51902_CDS___glycogen synthase_BROSI_A0624_
PROKKA_51903,CDS,,,galactose-1-phosphate uridyltransferase,BROSI_A0625,,1975,4010,1002,904,,PROKKA_51903_CDS___galactose-1-phosphate uridyltransferase_BROSI_A0625_
PROKKA_51904,CDS,,,hypothetical c554 cytochrome protein,BROSI_A0627,,337,588,80,203,,PROKKA_51904_CDS___hypothetical c554 cytochrome protein_BROSI_A0627_
PROKKA_51905,CDS,,,2-nitropropane dioxygenase,SCALIN_C04_0042,,189,318,130,237,,PROKKA_51905_CDS___2-nitropropane dioxygenase_SCALIN_C04_0042_
PROKKA_62248,CDS,,,virulence protein-like protein,BROSI_A1184,,31,53,8,10,,PROKKA_62248_CDS___virulence protein-like protein_BROSI_A1184_
PROKKA_62249,CDS,,,restriction endonuclease S subunit,SCALIN_C25_0027,,25,34,4,17,,PROKKA_62249_CDS___restriction endonuclease S subunit_SCALIN_C25_0027_
PROKKA_62250,CDS,,,hypothetical protein,,,8,7,7,11,,PROKKA_62250_CDS___hypothetical protein__
PROKKA_62251,CDS,,,RNase HI,SCALIN_C28_0193,,28,37,6,8,,PROKKA_62251_CDS___RNase HI_SCALIN_C28_0193_
PROKKA_62252,CDS,,,3-mercaptopyruvate sulfurtransferase,BROSI_A3005,,98,176,42,71,,PROKKA_62252_CDS___3-mercaptopyruvate sulfurtransferase_BROSI_A3005_
PROKKA_62253,CDS,,,Tfp pilus assembly protein PilF,SCALIN_C05_0059,,1130,2180,693,862,,PROKKA_62253_CDS___Tfp pilus assembly protein PilF_SCALIN_C05_0059_
PROKKA_62254,CDS,,,flavin reductase domain FMN-binding protein,BROSI_A3180,,369,795,91,56,,PROKKA_62254_CDS___flavin reductase domain FMN-binding protein_BROSI_A3180_
PROKKA_62255,CDS,,,glutamate dehydrogenase/leucine dehydrogenase,SCALIN_C22_0071,,213,331,54,54,,PROKKA_62255_CDS___glutamate dehydrogenase/leucine dehydrogenase_SCALIN_C22_0071_
PROKKA_62256,CDS,zupT_8,,Zinc transporter ZupT,,,167,271,47,53,,PROKKA_62256_CDS_zupT_8__Zinc transporter ZupT__
PROKKA_62257,CDS,,,hypothetical protein,,,222,418,89,128,,PROKKA_62257_CDS___hypothetical protein__
PROKKA_62258,CDS,,,NAD(FAD)-dependent dehydrogenases,BROSI_A2393,,444,753,228,465,,PROKKA_62258_CDS___NAD(FAD)-dependent dehydrogenases_BROSI_A2393_
PROKKA_62259,CDS,,,Ni2+-binding GTPase,SCALIN_C22_0058,regulation of expression and maturation of urease and hydrogenase,837,1420,542,706,,PROKKA_62259_CDS___Ni2+-binding GTPase_SCALIN_C22_0058_regulation of expression and maturation of urease and hydrogenase
PROKKA_62260,CDS,,,permeases,BROSI_A0469,,169,294,98,168,,PROKKA_62260_CDS___permeases_BROSI_A0469_
PROKKA_62261,CDS,,,rhodanese-related sulfurtransferase,SCALIN_C22_0060,,1052,2082,552,550,,PROKKA_62261_CDS___rhodanese-related sulfurtransferase_SCALIN_C22_0060_
PROKKA_62262,CDS,ycnK_3,,HTH-type transcriptional repressor YcnK,,,804,1315,380,423,,PROKKA_62262_CDS_ycnK_3__HTH-type transcriptional repressor YcnK__
PROKKA_62263,CDS,,,hypothetical protein,,,2253,4208,567,490,,PROKKA_62263_CDS___hypothetical protein__
PROKKA_62264,CDS,,,primosomal protein N,BROSI_A2399,,691,1152,832,671,,PROKKA_62264_CDS___primosomal protein N_BROSI_A2399_
PROKKA_62265,CDS,,,"AAA ATPase, central domain protein",SCALIN_C05_0234,,96,167,79,116,,"PROKKA_62265_CDS___AAA ATPase, central domain protein_SCALIN_C05_0234_"
PROKKA_62266,CDS,,,hypothetical protein,,,6,6,2,4,,PROKKA_62266_CDS___hypothetical protein__
PROKKA_62267,CDS,,,hypothetical protein,,,2,7,5,2,,PROKKA_62267_CDS___hypothetical protein__
PROKKA_62268,CDS,,,hypothetical protein,,,644,1428,389,373,,PROKKA_62268_CDS___hypothetical protein__
PROKKA_62269,CDS,,,hypothetical protein,,,285,524,245,256,,PROKKA_62269_CDS___hypothetical protein__
PROKKA_62270,CDS,,,hypothetical protein,,,168,268,72,126,,PROKKA_62270_CDS___hypothetical protein__
PROKKA_62271,CDS,,,hypothetical protein,,,325,528,63,98,,PROKKA_62271_CDS___hypothetical protein__
PROKKA_62272,CDS,,,hypothetical protein,,,763,1568,196,181,,PROKKA_62272_CDS___hypothetical protein__
PROKKA_62273,CDS,,,hypothetical protein,,,112,205,77,59,,PROKKA_62273_CDS___hypothetical protein__
PROKKA_62274,CDS,,,hypothetical protein,,,119,219,91,78,,PROKKA_62274_CDS___hypothetical protein__
PROKKA_62275,CDS,vgrG1_6,6.3.2.-,Actin cross-linking toxin VgrG1,,,666,1197,332,291,,PROKKA_62275_CDS_vgrG1_6_6.3.2.-_Actin cross-linking toxin VgrG1__
PROKKA_62276,CDS,,,hypothetical protein,,,333,566,92,207,,PROKKA_62276_CDS___hypothetical protein__
PROKKA_62278,CDS,,,hypothetical protein,,,114,206,98,66,,PROKKA_62278_CDS___hypothetical protein__
PROKKA_62279,CDS,,,phage tail protein,SCALIN_C05_0238,,53,84,15,28,,PROKKA_62279_CDS___phage tail protein_SCALIN_C05_0238_
PROKKA_62280,CDS,,,hypothetical protein,,,57,76,7,13,,PROKKA_62280_CDS___hypothetical protein__
PROKKA_62281,CDS,,,phage tail sheath protein FI,SCALIN_C05_0239,,300,520,40,74,,PROKKA_62281_CDS___phage tail sheath protein FI_SCALIN_C05_0239_
PROKKA_62282,CDS,,,hypothetical protein,,,704,1445,515,353,,PROKKA_62282_CDS___hypothetical protein__
PROKKA_62283,CDS,,,hypothetical protein,,,168,318,35,72,,PROKKA_62283_CDS___hypothetical protein__
PROKKA_62284,CDS,,,putative transposase,BROSI_A3827,,14,9,5,5,,PROKKA_62284_CDS___putative transposase_BROSI_A3827_
PROKKA_62285,CDS,,,hypothetical protein,,,73,132,9,29,,PROKKA_62285_CDS___hypothetical protein__
PROKKA_62286,CDS,nuoL_15,,NADH dehydrogenase I chainL,SCALIN_C03_0059,,281,392,50,87,,PROKKA_62286_CDS_nuoL_15__NADH dehydrogenase I chainL_SCALIN_C03_0059_
PROKKA_62287,CDS,nuoH_16,,NADH dehydrogenase I chainH,SCALIN_C03_0054,,125,207,34,78,,PROKKA_62287_CDS_nuoH_16__NADH dehydrogenase I chainH_SCALIN_C03_0054_
PROKKA_62288,CDS,hyfE_3,1.-.-.-,Hydrogenase-4 component E,,,46,74,10,15,,PROKKA_62288_CDS_hyfE_3_1.-.-.-_Hydrogenase-4 component E__
PROKKA_62289,CDS,nuoL_16,,NADH dehydrogenase I chainL,SCALIN_C03_0059,,220,428,38,92,,PROKKA_62289_CDS_nuoL_16__NADH dehydrogenase I chainL_SCALIN_C03_0059_
PROKKA_62290,CDS,nuoD_22,,NADH dehydrogenase I chainD,SCALIN_C03_0050,,147,258,48,45,,PROKKA_62290_CDS_nuoD_22__NADH dehydrogenase I chainD_SCALIN_C03_0050_
PROKKA_62291,CDS,nuoB_22,,NADH dehydrogenase I chainB,SCALIN_C03_0048,,168,328,98,113,,PROKKA_62291_CDS_nuoB_22__NADH dehydrogenase I chainB_SCALIN_C03_0048_
PROKKA_62292,CDS,,,XRE family plasmid maintenance system antidote protein,SCALIN_C16_0029,,242,359,214,167,,PROKKA_62292_CDS___XRE family plasmid maintenance system antidote protein_SCALIN_C16_0029_
PROKKA_62293,CDS,,,plasmid maintenance system killer protein,SCALIN_C22_0134,,92,171,115,181,,PROKKA_62293_CDS___plasmid maintenance system killer protein_SCALIN_C22_0134_
PROKKA_62294,CDS,,,hypothetical protein,,,1874,3184,143,226,,PROKKA_62294_CDS___hypothetical protein__
PROKKA_62295,CDS,,,hypothetical protein,,,1208,2381,134,109,,PROKKA_62295_CDS___hypothetical protein__
PROKKA_69467,CDS,,,transposase,SCALIN_C11_0084,,33,41,23,38,,PROKKA_69467_CDS___transposase_SCALIN_C11_0084_
PROKKA_69468,CDS,,,hypothetical protein,,,78,89,23,61,,PROKKA_69468_CDS___hypothetical protein__
PROKKA_69469,CDS,,,cytochrome c peroxidase,BROSI_A1936,,1289,2229,703,746,,PROKKA_69469_CDS___cytochrome c peroxidase_BROSI_A1936_
PROKKA_69470,CDS,,,manganese and iron superoxide dismutase,BROSI_A1937,,479,723,202,337,,PROKKA_69470_CDS___manganese and iron superoxide dismutase_BROSI_A1937_
PROKKA_69471,CDS,,,small-conductance mechanosensitive channel,SCALIN_C28_0353,,1050,2049,446,456,,PROKKA_69471_CDS___small-conductance mechanosensitive channel_SCALIN_C28_0353_
PROKKA_69472,CDS,,,putative threonine efflux protein,BROSI_A1939,,281,547,184,217,,PROKKA_69472_CDS___putative threonine efflux protein_BROSI_A1939_
PROKKA_69473,CDS,,,metalloendopeptidase,SCALIN_C28_0206,,162,318,81,80,,PROKKA_69473_CDS___metalloendopeptidase_SCALIN_C28_0206_
PROKKA_69474,CDS,,,metalloendopeptidase,SCALIN_C28_0206,,125,222,48,67,,PROKKA_69474_CDS___metalloendopeptidase_SCALIN_C28_0206_
PROKKA_69475,CDS,,,flavoprotein oxygenases DIM6NTAB family,BROSI_A1904,,316,550,142,212,,PROKKA_69475_CDS___flavoprotein oxygenases DIM6NTAB family_BROSI_A1904_
PROKKA_69476,CDS,,,glutamate racemase,BROSI_A0758,,120,213,40,45,,PROKKA_69476_CDS___glutamate racemase_BROSI_A0758_
PROKKA_69477,CDS,,,NAD synthase,BROSI_A0757,,256,406,59,148,,PROKKA_69477_CDS___NAD synthase_BROSI_A0757_
PROKKA_69478,CDS,,,Fe-S oxidoreductase,BROSI_A3526,,3004,5835,1992,2698,,PROKKA_69478_CDS___Fe-S oxidoreductase_BROSI_A3526_
PROKKA_69479,CDS,arnE_6,,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,,,298,529,230,297,,PROKKA_69479_CDS_arnE_6__4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE__
PROKKA_69480,CDS,arnE_7,,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,,,282,499,268,247,,PROKKA_69480_CDS_arnE_7__4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE__
PROKKA_69481,CDS,,,glucosaminyltransferase,BROSI_A3714,,1575,2902,1014,983,,PROKKA_69481_CDS___glucosaminyltransferase_BROSI_A3714_
PROKKA_69482,CDS,,,polysaccharide deacetylase,SCALIN_C45_0106,,420,687,71,160,,PROKKA_69482_CDS___polysaccharide deacetylase_SCALIN_C45_0106_
PROKKA_69483,CDS,,,putative nicotinate phosphoribosyltransferase,BROSI_A0867,,266,392,88,144,,PROKKA_69483_CDS___putative nicotinate phosphoribosyltransferase_BROSI_A0867_
PROKKA_69484,CDS,,,ribosomal RNA small subunit methyltransferase E,BROSI_A0868,,212,401,137,229,,PROKKA_69484_CDS___ribosomal RNA small subunit methyltransferase E_BROSI_A0868_
PROKKA_69485,CDS,,,sodium dependent NADH:ubiquinone oxidoreductase,BROSI_A0869,,1450,2570,1103,1708,,PROKKA_69485_CDS___sodium dependent NADH:ubiquinone oxidoreductase_BROSI_A0869_
PROKKA_69486,CDS,,,acetolactate synthase I/II/III large subunit,BROSI_A0871,,627,1131,293,301,,PROKKA_69486_CDS___acetolactate synthase I/II/III large subunit_BROSI_A0871_
PROKKA_69487,CDS,,,stage V sporulation protein G,BROSI_A0872,,305,401,198,202,,PROKKA_69487_CDS___stage V sporulation protein G_BROSI_A0872_
PROKKA_69488,CDS,,,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,BROSI_A0873,,58,85,10,23,,PROKKA_69488_CDS___4-diphosphocytidyl-2-C-methyl-D-erythritol kinase_BROSI_A0873_
PROKKA_69489,CDS,,,N6-adenine-specific methylase,BROSI_A0874,,254,465,77,71,,PROKKA_69489_CDS___N6-adenine-specific methylase_BROSI_A0874_
PROKKA_69490,CDS,,,peptide chain release factor RF-2,BROSI_A0875,,554,805,63,110,,PROKKA_69490_CDS___peptide chain release factor RF-2_BROSI_A0875_
PROKKA_69491,CDS,,,glycine/serine hydroxymethyltransferase,BROSI_A0876,,913,1568,222,291,,PROKKA_69491_CDS___glycine/serine hydroxymethyltransferase_BROSI_A0876_
PROKKA_69492,CDS,,,NAD(P)H glycerol 3 phosphate dehydrogenase,BROSI_A0877,,437,852,106,114,,PROKKA_69492_CDS___NAD(P)H glycerol 3 phosphate dehydrogenase_BROSI_A0877_
PROKKA_69493,CDS,,,isochorismatase superfamily hydrolase,BROSI_A3238,,88,152,28,39,,PROKKA_69493_CDS___isochorismatase superfamily hydrolase_BROSI_A3238_
PROKKA_69494,CDS,yhhW_12,1.13.11.24,"Quercetin 2,3-dioxygenase",,,390,737,214,225,,"PROKKA_69494_CDS_yhhW_12_1.13.11.24_Quercetin 2,3-dioxygenase__"
PROKKA_69495,CDS,,,hypothetical protein,,,251,413,126,203,,PROKKA_69495_CDS___hypothetical protein__
PROKKA_69496,CDS,,,hypothetical protein,,,81,111,34,67,,PROKKA_69496_CDS___hypothetical protein__
PROKKA_69497,CDS,narG_5,,nitrate reductase subunit alpha,BROSI_A0941,nitrate dissimilation,1006,1740,266,378,,PROKKA_69497_CDS_narG_5__nitrate reductase subunit alpha_BROSI_A0941_nitrate dissimilation
PROKKA_69498,CDS,narH_44,,nitrate reductase subunit beta,BROSI_A0944,nitrate dissimilation,588,1051,181,317,,PROKKA_69498_CDS_narH_44__nitrate reductase subunit beta_BROSI_A0944_nitrate dissimilation
PROKKA_69499,CDS,,,hypothetical (diheme) protein,BROSI_A0949,,70,105,19,36,,PROKKA_69499_CDS___hypothetical (diheme) protein_BROSI_A0949_
PROKKA_69500,CDS,narJ_10,,nitrate reductase delta subunit,SCALIN_C03_0115,,39,74,8,19,,PROKKA_69500_CDS_narJ_10__nitrate reductase delta subunit_SCALIN_C03_0115_
PROKKA_69501,CDS,,,isochorismatase superfamily hydrolase,BROSI_A3238,,15,20,6,11,,PROKKA_69501_CDS___isochorismatase superfamily hydrolase_BROSI_A3238_
PROKKA_69502,CDS,,,hypothetical protein,,,45,41,19,19,,PROKKA_69502_CDS___hypothetical protein__
PROKKA_69503,CDS,,,secreted Zn-dependent protease,BROSI_A2444,,35,5,3,21,,PROKKA_69503_CDS___secreted Zn-dependent protease_BROSI_A2444_
PROKKA_69504,CDS,,,hypothetical protein,,,2142,4368,1676,1198,,PROKKA_69504_CDS___hypothetical protein__
PROKKA_69505,CDS,,,hypothetical protein,,,317,563,50,61,,PROKKA_69505_CDS___hypothetical protein__
PROKKA_69506,CDS,,,transposase,SCALIN_C11_0084,,92,170,67,58,,PROKKA_69506_CDS___transposase_SCALIN_C11_0084_
PROKKA_69507,CDS,,,transposase,SCALIN_C04_0398,,122,225,30,37,,PROKKA_69507_CDS___transposase_SCALIN_C04_0398_
PROKKA_69508,CDS,,,hypothetical protein,,,38,127,14,21,,PROKKA_69508_CDS___hypothetical protein__
PROKKA_69509,CDS,,,CTP synthase,BROSI_A1422,,109,249,44,40,,PROKKA_69509_CDS___CTP synthase_BROSI_A1422_
PROKKA_69510,CDS,,,3-deoxy-manno-octulosonate cytidylyltransferase,BROSI_A1421,,206,360,55,61,,PROKKA_69510_CDS___3-deoxy-manno-octulosonate cytidylyltransferase_BROSI_A1421_
PROKKA_69511,CDS,,,nicotinate-nucleotide pyrophosphorylase,BROSI_A1419,,130,231,62,157,,PROKKA_69511_CDS___nicotinate-nucleotide pyrophosphorylase_BROSI_A1419_
PROKKA_69512,CDS,,,hypothetical protein,,,3,18,7,11,,PROKKA_69512_CDS___hypothetical protein__
PROKKA_69513,CDS,,,hypothetical protein,,,3,4,8,9,,PROKKA_69513_CDS___hypothetical protein__
PROKKA_76391,CDS,,,hypothetical protein,,,44,79,9,17,,PROKKA_76391_CDS___hypothetical protein__
PROKKA_76392,CDS,,,SAM-dependent methyltransferases,BROSI_A3618,,18,36,4,9,,PROKKA_76392_CDS___SAM-dependent methyltransferases_BROSI_A3618_
PROKKA_76393,CDS,,,hypothetical protein,,,48,65,12,18,,PROKKA_76393_CDS___hypothetical protein__
PROKKA_76394,CDS,,,membrane protein,BROSI_A1896,export of O-antigen and teichoic acid,73,113,24,24,,PROKKA_76394_CDS___membrane protein_BROSI_A1896_export of O-antigen and teichoic acid
PROKKA_76395,CDS,,,hypothetical protein,,,32,50,3,20,,PROKKA_76395_CDS___hypothetical protein__
PROKKA_76396,CDS,,,hypothetical protein,,,19,24,2,4,,PROKKA_76396_CDS___hypothetical protein__
PROKKA_76397,CDS,,,hypothetical protein,,,86,128,14,34,,PROKKA_76397_CDS___hypothetical protein__
PROKKA_76398,CDS,,,arginine decarboxylase,BROSI_A1174,,1530,2588,170,259,,PROKKA_76398_CDS___arginine decarboxylase_BROSI_A1174_
PROKKA_76399,CDS,,,glutamate N-acetyltransferase/amino-acid N-acetyltransferase,BROSI_A1173,,313,662,36,47,,PROKKA_76399_CDS___glutamate N-acetyltransferase/amino-acid N-acetyltransferase_BROSI_A1173_
PROKKA_76400,CDS,,,DNA polymerase IV,BROSI_A1986,,61,118,12,25,,PROKKA_76400_CDS___DNA polymerase IV_BROSI_A1986_
PROKKA_76401,CDS,,,succinyl-CoA synthetase alpha subunit,BROSI_A2031,,269,490,117,107,,PROKKA_76401_CDS___succinyl-CoA synthetase alpha subunit_BROSI_A2031_
PROKKA_76402,CDS,,,succinyl-CoA synthetase beta subunit,BROSI_A2032,,238,488,117,186,,PROKKA_76402_CDS___succinyl-CoA synthetase beta subunit_BROSI_A2032_
PROKKA_76403,CDS,,,pyruvate carboxyltransferase,BROSI_A2033,,1063,1953,263,574,,PROKKA_76403_CDS___pyruvate carboxyltransferase_BROSI_A2033_
PROKKA_76404,CDS,,,protein with FOG domain and PKD repeat,BROSI_A0214,,604,1123,298,278,,PROKKA_76404_CDS___protein with FOG domain and PKD repeat_BROSI_A0214_
PROKKA_76405,CDS,,,N-acetylmuramoyl-L-alanine amidase,BROSI_A1659,,518,958,130,171,,PROKKA_76405_CDS___N-acetylmuramoyl-L-alanine amidase_BROSI_A1659_
PROKKA_76406,CDS,,,aspartyl/asparaginyl-tRNA synthetase,SCALIN_C22_0119,,43,88,7,16,,PROKKA_76406_CDS___aspartyl/asparaginyl-tRNA synthetase_SCALIN_C22_0119_
PROKKA_76407,CDS,pulD_19,,type II secretory system protein,SCALIN_C22_0120,,167,229,87,152,,PROKKA_76407_CDS_pulD_19__type II secretory system protein_SCALIN_C22_0120_
PROKKA_76408,CDS,,,"ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component",SCALIN_C22_0121,,26,34,15,15,,"PROKKA_76408_CDS___ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component_SCALIN_C22_0121_"
